title,slug,excerpt,author,category,read_time,status,content,thumbnail_url,thumbnail_alt
"How to read the new nutrition facts label [Video Guide]","how-to-read-the-new-nutrition-facts-label-video-guide-1257","Key changes to the new Nutrition Facts label.","FXMed Team","Nutrition & Healthy Eating","5 min read","draft","","",""
"Look for added sugars in new nutrition facts food labels [Video Guide]","look-for-added-sugars-in-new-nutrition-facts-food-labels-video-guide-1258","The new Nutrition Facts food label requires the inclusion of added sugars.","FXMed Team","Nutrition & Healthy Eating","5 min read","draft","","",""
"Mindfulness while eating [Video Guide]","mindfulness-while-eating-video-guide-1259","Use mindfulness to steer clear of over eating.","FXMed Team","Nutrition & Healthy Eating","5 min read","draft","","",""
"Reducing injury risk in group strength endurance training classes [Video Guide]","reducing-injury-risk-in-group-strength-endurance-training-classes-video-guide-1260","Reap the benefits of high-intensity function training exercise while avoiding injury.","FXMed Team","Exercise & Fitness","5 min read","draft","","",""
"Why windows at work improve productivity [Video Guide]","why-windows-at-work-improve-productivity-video-guide-1261","Research shows that windows at work can help improve workers' productivity.","FXMed Team","General Wellness","5 min read","draft","","",""
"Boost optimism [Video Guide]","boost-optimism-video-guide-1262","If you are a negative thinker, you can teach yourself to make happiness a habit.","FXMed Team","Healthy Habits","5 min read","draft","","",""
"Figuring out fish oil [Video Guide]","figuring-out-fish-oil-video-guide-1263","Does fish oil really help reduce your risk of heart disease? Yes.","FXMed Team","Chronic Conditions","5 min read","draft","","",""
"Practical tips for a healthier winter [Video Guide]","practical-tips-for-a-healthier-winter-video-guide-1264","Avoid the blues and stay healthy during the winter.","FXMed Team","General Wellness","5 min read","draft","","",""
"Sitting at home is worse for your heart [Video Guide]","sitting-at-home-is-worse-for-your-heart-video-guide-1265","Sitting at home may be worse for your heart than sitting at work.","FXMed Team","Heart Health","5 min read","draft","","",""
"Updated exercise guidelines for cancer patients, survivors [Video Guide]","updated-exercise-guidelines-for-cancer-patients-survivors-video-guide-1266","Researchers have developed a new set of exercise guidelines for cancer patients and survivors.","FXMed Team","Exercise & Fitness","5 min read","draft","","",""
"Fat is not inert: it's active [Video Guide]","fat-is-not-inert-its-active-video-guide-1267","Losing even a little weight helps limit the damage fat actively causes to your blood vessels and body tissues when it releases harmful chemicals.","FXMed Team","General Wellness","5 min read","draft","","",""
"Is intermittent fasting a quick fix? [Video Guide]","is-intermittent-fasting-a-quick-fix-video-guide-1268","Fasting at certain times may reduce inflammation in the body but can cause malnutrition if not done the right way.","FXMed Team","Nutrition & Healthy Eating","5 min read","draft","","",""
"Nearly half of us adults projected to be obese by 2030 [Video Guide]","nearly-half-of-us-adults-projected-to-be-obese-by-2030-video-guide-1269","Small lifestyle changes can fight obesity and reduce the risk of diabetes, high blood pressure and other health conditions.","FXMed Team","Weight Management","5 min read","draft","","",""
"The four a's of food for heart health [Video Guide]","the-four-as-of-food-for-heart-health-video-guide-1270","You can help optimize your heart health by knowing the four ""A's"" -; foods to steer clear of.","FXMed Team","Nutrition & Healthy Eating","5 min read","draft","","",""
"Are plant-based burgers better for you? [Video Guide]","are-plant-based-burgers-better-for-you-video-guide-1271","Discover if meat alternatives are healthier for you than the real thing.","FXMed Team","General Wellness","5 min read","draft","","",""
"Lift your mood with light therapy [Video Guide]","lift-your-mood-with-light-therapy-video-guide-1272","An effective treatment for seasonal affective disorder (SAD) is exposure to artificial light or light therapy.","FXMed Team","Mental Health & Stress","5 min read","draft","","",""
"Should you wash your raw meats and vegetables before cooking? [Video Guide]","should-you-wash-your-raw-meats-and-vegetables-before-cooking-video-guide-1273","When it comes to food safety, it's important to keep the kitchen work area clean from bacteria and the possibility of cross-contamination.","FXMed Team","Nutrition & Healthy Eating","5 min read","draft","","",""
"Tips to pick healthier oils [Video Guide]","tips-to-pick-healthier-oils-video-guide-1274","Not all fats are created equal, and it's wise to choose healthier options whenever possible.","FXMed Team","General Wellness","5 min read","draft","","",""
"Avoiding overhead sports injuries [Video Guide]","avoiding-overhead-sports-injuries-video-guide-1275","Keep your elbows and shoulders safe while playing the sports you love.","FXMed Team","General Wellness","5 min read","draft","","",""
"Can diet help with inflammatory bowel disease? [Video Guide]","can-diet-help-with-inflammatory-bowel-disease-video-guide-1276","Some foods may reduce symptoms, but there is no one proven diet to control inflammation.","FXMed Team","Nutrition & Healthy Eating","5 min read","draft","","",""
"How to start a running routine [Video Guide]","how-to-start-a-running-routine-video-guide-1277","Running is a great way to work out and stay fit. Use these tips to get started and create a successful routine.","FXMed Team","General Wellness","5 min read","draft","","",""
"Landing a jump properly prevents injury [Video Guide]","landing-a-jump-properly-prevents-injury-video-guide-1278","For jumping athletes, such as football or basketball players, common injuries can come from not landing properly.","FXMed Team","General Wellness","5 min read","draft","","",""
"Pushing too hard in the gym could lead to serious condition [Video Guide]","pushing-too-hard-in-the-gym-could-lead-to-serious-condition-video-guide-1279","Understand what athletes at any level should know about rhabdomyolysis to steer clear of serious complications from intense workouts.","FXMed Team","Exercise & Fitness","5 min read","draft","","",""
"Recovering from sports injuries like a pro [Video Guide]","recovering-from-sports-injuries-like-a-pro-video-guide-1280","Understand what everyday athletes can do to speed up the recovery process after injury or surgery.","FXMed Team","General Wellness","5 min read","draft","","",""
"The right way to get your body flexible [Video Guide]","the-right-way-to-get-your-body-flexible-video-guide-1281","The old way of stretching before exercise may cause more harm than good.","FXMed Team","Exercise & Fitness","5 min read","draft","","",""
"Tips to avoid ‘weekend warrior athlete’ sports injuries [Video Guide]","tips-to-avoid-weekend-warrior-athlete-sports-injuries-video-guide-1282","Avoid common sports injuries.","FXMed Team","General Wellness","5 min read","draft","","",""
"How a southern diet is connected to chronic diseases [Video Guide]","how-a-southern-diet-is-connected-to-chronic-diseases-video-guide-1283","Southern cooking that's high in saturated fats, salts and sugar increases risk for heart disease, stroke and other conditions.","FXMed Team","Nutrition & Healthy Eating","5 min read","draft","","",""
"How losing an hour of sleep can affect your health [Video Guide]","how-losing-an-hour-of-sleep-can-affect-your-health-video-guide-1284","Losing an hour of sleep for daylight saving time can affect your body more than you think.","FXMed Team","Mental Health & Stress","5 min read","draft","","",""
"Muskmelons are full of flavor, nutrients [Video Guide]","muskmelons-are-full-of-flavor-nutrients-video-guide-1285","Muskmelons, like cantaloupes and honeydew, are sweet fruits full of flavor and nutrients.","FXMed Team","General Wellness","5 min read","draft","","",""
"Relationship between food, disease stronger than you may think [Video Guide]","relationship-between-food-disease-stronger-than-you-may-think-video-guide-1286","Eating an unhealthy diet can increase your risk of dying from heart disease, stroke, and Type 2 diabetes.","FXMed Team","Nutrition & Healthy Eating","5 min read","draft","","",""
"The role of cholesterol in heart health [Video Guide]","the-role-of-cholesterol-in-heart-health-video-guide-1287","Understand what cholesterol is, how it affects the heart, and how to control it.","FXMed Team","Heart Health","5 min read","draft","","",""
"What to consider before using melatonin supplements for sleep [Video Guide]","what-to-consider-before-using-melatonin-supplements-for-sleep-video-guide-1288","Discover if melatonin is right for you to assist you with sleep better.","FXMed Team","Mental Health & Stress","5 min read","draft","","",""
